coords,Snout_x,Snout_y,LFL_x,LFL_y,RFL_x,RFL_y,LHL_x,LHL_y,RHL_x,RHL_y,Tailtip_x,Tailtip_y
379,607.3059025,200.1935992,573.7688575,201.5007343,542.3916903,212.0659199,477.2590853,210.310092,464.0803962,195.947266,385.039731,196.4935484
380,610.3495703,200.4066362,576.5362163,203.263741,542.1245449,211.2867336,474.3859572,209.14359,481.0002098,201.210669,387.7144082,196.6145601
381,709.7573279,199.5530434,669.5142943,200.0159307,644.5557188,212.7440796,579.0615215,209.8753657,568.590076,195.7357464,484.593597,191.2677453
382,712.2503881,199.3503807,673.9402862,200.7503543,645.5365055,212.1122687,577.3201094,210.9547882,581.7873645,199.0772092,487.9535327,190.0432215
383,712.2190499,199.2714331,673.9683926,200.7353935,645.5758784,212.0435649,577.5129285,210.8287287,581.7230145,198.9891171,487.9551454,190.0375316
384,715.7773829,199.0780439,678.5538199,205.3521175,645.3415936,212.6883402,577.7052803,208.9508815,589.26359,195.8004681,491.4616632,189.0009098
385,715.7773829,199.0780439,678.5538199,205.3521175,645.3415936,212.6883402,577.7052803,208.9508815,589.26359,195.8004681,491.4616632,189.0009098
386,718.9155998,198.6154056,676.9689382,208.1338787,645.0266197,212.8164587,577.3580823,209.6184444,596.7096395,197.0568476,493.75888,188.6066103
387,718.9414406,198.581286,677.0249859,208.1728911,645.0626584,212.7964478,577.3300571,209.6018782,596.7053367,197.0784035,493.7625129,188.6237173
388,722.1060634,198.9873018,677.7529019,208.4515858,645.5033101,212.701478,576.8117623,209.9999595,607.4000955,198.9568789,497.5832925,187.7949376
389,722.1060634,198.9873018,677.7529019,208.4515858,645.5033101,212.701478,576.8117623,209.9999595,607.4000955,198.9568789,497.5832925,187.7949376
390,725.4193734,198.9366333,677.4765857,208.4026341,642.8612257,212.8318644,576.1605792,209.4342461,620.0706911,200.1391931,500.5199178,186.7205558
391,725.4296154,198.9277515,677.437001,208.3642383,642.8449361,212.9287186,576.1603556,209.4328437,620.1636705,200.1870317,500.5234452,186.7283773
392,728.3505321,199.3024614,677.7154731,208.8723516,643.3981024,213.9663839,576.5409207,209.1614127,628.8722818,202.8459697,503.4807777,185.6803808
393,728.3505321,199.3024614,677.7154731,208.8723516,643.3981024,213.9663839,576.5409207,209.1614127,628.8722818,202.8459697,503.4807777,185.6803808
394,731.2543783,199.7645183,677.0879933,209.1214128,645.1324466,213.1246852,577.0438223,209.0331964,637.4297361,203.7388177,506.3632545,184.812541
395,731.2856359,199.7637358,677.1139593,209.1157112,645.1300896,213.1139007,577.0402894,209.0409307,637.4000264,203.7227087,506.3622651,184.8196073
396,733.5881408,199.7322345,676.5995143,209.9188194,650.2234221,210.8689289,577.0433178,208.8689809,641.8815703,205.1422167,509.3313152,184.2412934
397,733.5881408,199.7322345,676.5995143,209.9188194,650.2234221,210.8689289,577.0433178,208.8689809,641.8815703,205.1422167,509.3313152,184.2412934
398,736.1507506,199.7793429,676.3274329,209.6239896,654.9997153,207.4577246,576.4258261,208.1632462,644.722297,206.7438395,512.1274843,183.3799596
399,736.1518445,199.776386,676.3328932,209.6245399,655.0050287,207.4559026,576.4280844,208.1624842,644.7241403,206.7418458,512.1247764,183.3835344
400,738.5274796,200.1339259,674.2106286,209.2998056,664.8777823,203.8950434,576.173481,208.2791719,644.3438573,209.4491453,516.0196932,183.1805134
401,738.5306535,200.1335611,674.2146529,209.2941952,664.8780551,203.8987064,576.1744385,208.2824354,644.352891,209.4412246,516.0137348,183.1704776
402,741.1979389,200.0970559,674.904362,208.7513838,674.4218111,199.8853774,576.4710891,208.4427881,644.4361398,209.1174769,519.1651783,182.5379915
403,741.1979504,200.0970602,674.9043603,208.7513819,674.4218092,199.8853772,576.4710894,208.4427891,644.4361411,209.1174817,519.1651778,182.537991
404,743.0603423,200.1562076,676.0802498,208.5066915,684.9708586,197.6358422,577.5523524,208.7438371,644.9000507,209.961616,522.4877801,181.7899108
405,743.0603423,200.1562076,676.0802498,208.5066915,684.9708586,197.6358422,577.5523524,208.7438371,644.9000507,209.961616,522.4877801,181.7899108
406,745.7595811,200.8261161,678.2259541,208.5638542,698.1999831,197.8767794,578.7582562,209.1797452,647.1199694,210.2317896,524.9073505,181.1680769
407,745.7595811,200.8261161,678.2259541,208.5638542,698.1999831,197.8767794,578.7582562,209.1797452,647.1199694,210.2317896,524.9073505,181.1680769
408,748.8763914,199.9588611,676.2345109,209.2386575,712.6476517,197.9319282,580.2906057,207.6045401,648.1383338,210.5996838,528.0846562,180.1637259
409,748.8763914,199.9588611,676.2345109,209.2386575,712.6476517,197.9319282,580.2906057,207.6045401,648.1383338,210.5996838,528.0846562,180.1637259
410,750.79302,198.2209215,676.9681176,209.491364,723.0535455,199.4022887,583.9116709,205.920509,648.8075619,210.6612449,530.4539682,179.7889919
411,750.7287126,198.2302933,676.6795558,209.3924756,722.7979009,199.3886335,583.8180919,205.8942136,648.7074871,210.6240759,530.5763574,179.7602062
412,753.6998415,197.7392495,675.2508909,209.0848231,730.4469805,200.0594301,592.834589,201.1576982,648.0591388,210.2195544,532.8468149,179.3853397
413,753.6998415,197.7392495,675.2508909,209.0848231,730.4469805,200.0594301,592.834589,201.1576982,648.0591388,210.2195544,532.8468149,179.3853397
414,757.3340477,197.2956457,675.7257562,208.9477515,736.8376474,200.6882071,603.3417134,199.67817,647.4837725,209.8535266,534.8482518,179.7140075
415,757.3252029,197.2096701,675.594499,208.5319362,736.9709015,200.7288165,603.0801225,199.7209878,647.6209702,209.8493733,534.9867837,179.9207641
416,759.7081532,197.1334087,675.1402113,208.4962001,742.8690977,200.776967,613.9915498,198.3617816,646.6720748,209.3155193,537.4641161,179.1866975
417,759.7081532,197.1334087,675.1402113,208.4962001,742.8690977,200.776967,613.9915498,198.3617816,646.6720748,209.3155193,537.4641161,179.1866975
418,761.3979754,196.8265337,675.2943388,208.2290282,747.2470082,201.3867917,627.533672,200.2431407,641.628727,207.764008,539.4924903,178.5060107
419,761.4088678,196.8361661,675.2345227,208.2555084,747.2638745,201.3886333,627.5118867,200.2170663,641.6289225,207.7929182,539.4839349,178.5288332
420,764.1802312,194.871737,675.6887919,207.8845339,748.8783128,202.9945264,644.1570041,201.84835,644.5523012,208.4441271,542.0788906,178.3626833
421,764.1802312,194.871737,675.6887919,207.8845339,748.8783128,202.9945264,644.1570041,201.84835,644.5523012,208.4441271,542.0788906,178.3626833
422,766.0653059,194.7331901,676.9269902,207.961251,749.5258453,204.8052588,658.3616242,204.9109258,645.2000121,208.6722441,544.4737499,178.436357
423,766.0800858,194.735055,676.8952234,207.9287281,749.5309387,204.8101568,658.3254848,204.8608288,645.20802,208.6774325,544.491436,178.4738827
424,767.9994259,194.8170843,678.1766896,208.2057528,749.6077391,207.878875,661.3964841,203.7456885,649.581285,211.0101109,547.6279847,179.1135416
425,767.9994259,194.8170843,678.1766896,208.2057528,749.6077391,207.878875,661.3964841,203.7456885,649.581285,211.0101109,547.6279847,179.1135416
426,770.8808148,195.2918887,679.5626662,208.4793205,749.8312982,208.3127475,663.4953125,204.4732981,650.247963,210.1295348,549.8663274,179.599153
427,770.8860126,195.2916656,679.5625741,208.4790783,749.8315039,208.3130507,663.4950905,204.4743719,650.2465382,210.1278304,549.8700206,179.6039824
428,773.7180927,195.7785015,681.22457,207.1578057,749.3372251,208.0752487,669.5398183,204.442729,649.6447682,211.026475,552.4838643,180.8675187
429,773.7180927,195.7785015,681.22457,207.1578057,749.3372251,208.0752487,669.5398183,204.442729,649.6447682,211.026475,552.4838643,180.8675187
430,776.3616219,196.3382921,686.9750466,205.7502916,748.668911,207.4123054,674.2133673,205.0839748,649.0312767,210.0550728,555.0498748,182.0710294
431,776.3663325,196.3375978,686.9665232,205.7484094,748.6742417,207.4112933,674.2097048,205.0804777,649.0276337,210.0491705,555.0750432,182.0605707
432,778.860379,196.5571375,695.1377656,205.4086132,748.1830248,207.5445793,676.7788353,206.2244668,648.8754616,210.4077401,557.1173811,183.1214418
433,778.860379,196.5571375,695.1377656,205.4086132,748.1830248,207.5445793,676.7788353,206.2244668,648.8754616,210.4077401,557.117382,183.1214421
434,781.9326761,197.6114146,701.7572715,203.8820767,747.8020889,207.6787748,677.580636,206.5402937,648.6639457,209.6021352,559.3384175,183.2024746
435,781.9453442,197.6218462,701.7318549,203.8560748,747.7842482,207.6637316,677.5752506,206.5054865,648.6844578,209.6059008,559.3404272,183.1986854
436,784.6823406,197.0032606,707.7162135,203.4065099,747.4971355,208.307663,676.6035165,208.2352691,648.9856281,209.9278836,560.9180551,183.7116373
437,784.6823406,197.0032606,707.7162135,203.4065099,747.4971355,208.307663,676.6035165,208.2352691,648.9856281,209.9278836,560.9180551,183.7116373
438,787.6864045,197.2108784,717.339355,204.1025667,747.8225998,208.4561062,676.2117063,208.267777,648.6742253,209.8561826,562.072125,184.3592577
439,787.686331,197.1978102,717.3705852,204.0815077,747.8427069,208.467032,676.239523,208.2582006,648.6784873,209.8479218,562.0966134,184.3585458
440,790.828721,197.5717201,721.7329175,205.4941988,747.9172544,208.7326412,676.9679415,208.3642097,648.3643398,209.9059196,564.7462383,184.4243312
441,790.828721,197.5717201,721.7329175,205.4941988,747.9172544,208.7326412,676.9679415,208.3642097,648.3643398,209.9059196,564.7462383,184.4243312
442,793.8684344,198.1084523,724.7937371,204.6859927,746.4093133,209.2256107,677.8778652,208.6369853,648.8662186,210.0060673,566.91606,184.448627
443,793.8426394,198.0824442,724.8339806,204.6754655,746.4514217,209.2007222,677.8901067,208.6505313,648.8376136,209.9945369,567.0048337,184.4510636
444,796.6890421,198.6369891,734.208086,205.2591537,747.2378076,207.558773,677.9971356,208.7993855,649.5156302,209.4997149,569.5646987,184.6387749
445,796.6890421,198.6369891,734.208086,205.2591537,747.2378076,207.558773,677.9971356,208.7993855,649.5156302,209.4997149,569.5646987,184.6387749
446,799.0407627,199.1792724,743.433435,205.6571877,748.902531,208.7545748,678.4424903,209.1811638,649.6639552,208.6371584,572.5355927,185.0453534
447,799.03334,199.167537,743.4815438,205.6470414,748.9174944,208.7382271,678.444026,209.1820722,649.663743,208.6143761,572.5247386,185.0730872
448,802.4341826,200.4174695,750.097578,203.4791932,747.9742758,210.1059241,678.941257,209.0207195,649.744626,205.5656228,575.1732285,185.335371
449,802.4341826,200.4174695,750.097578,203.4791932,747.9742758,210.1059241,678.941257,209.0207195,649.744626,205.5656228,575.1732285,185.335371
450,804.9197725,201.0040636,751.312355,205.4819952,746.9797158,209.5077896,682.0873742,207.8286567,656.2336397,200.099546,577.777391,185.0796566
451,805.0498047,201.0323977,751.2984385,205.4666396,746.9733422,209.5057108,682.0791775,207.8267012,656.2461004,200.0973678,577.764411,185.1205549
452,808.0291748,202.4661493,754.9719372,204.1081384,751.6079867,210.9340798,679.2727871,208.8182023,665.8212357,198.830502,581.1462317,184.8259454
453,808.0291748,202.4661493,754.9719372,204.1081384,751.6079867,210.9340798,679.2727871,208.8182023,665.8212357,198.830502,581.1462317,184.8259454
454,809.727571,203.0962744,756.3703646,204.5950556,751.9376607,211.0162641,682.3662623,206.8568602,677.2879143,203.8183055,584.1685681,184.912425
455,809.7497258,203.1341481,756.4599974,204.5760696,751.9322321,211.0909762,682.5180229,206.8524766,676.9159895,203.6679721,584.1805444,184.8958941
456,813.6598291,202.4960279,773.0332941,204.1950518,748.9733436,212.1197475,676.0058075,208.3636301,679.429127,206.1803036,588.1037633,184.7003093
